iter	F1	Logloss
865	0.9897720604	0.06064064657
866	0.9897807551	0.06059712982
867	0.9897925598	0.06052464701
868	0.9898067767	0.06043524355
869	0.9898137583	0.0604014955
870	0.9898209304	0.0603614979
871	0.9898266428	0.06032752587
872	0.9898350211	0.06027291559
873	0.989845875	0.06023259437
874	0.9898519685	0.06016694209
875	0.9898600933	0.06012868072
876	0.9898698052	0.06007701032
877	0.9898752008	0.06005535839
878	0.9898802155	0.06003299115
879	0.9898872617	0.05999299834
880	0.9899012713	0.05991073361
881	0.9899094358	0.05987222368
882	0.9899190216	0.05981462849
883	0.9899286271	0.05976110474
884	0.9899368166	0.05972450089
885	0.9899472918	0.05966209761
886	0.9899617862	0.05959562479
887	0.9899675444	0.05955749858
888	0.9899739376	0.05951460861
889	0.9899839884	0.05947057634
890	0.9899900836	0.05943288276
891	0.9899956902	0.05939983344
892	0.990004535	0.0593604495
893	0.9900126681	0.0592893642
894	0.9900219768	0.0592373635
895	0.9900285421	0.05920922975
896	0.9900311455	0.05920245658
897	0.9900397369	0.05916590551
898	0.9900495349	0.05911722549
899	0.9900619366	0.05905898495
900	0.9900686486	0.05901233266
901	0.9900789552	0.05894764219
902	0.9900892872	0.05889393664
903	0.9900970349	0.05884293059
904	0.9901019693	0.05880255605
905	0.9901126575	0.05873798934
906	0.9901195799	0.05871008097
907	0.9901279186	0.05866474579
908	0.9901332979	0.05862055259
909	0.9901463177	0.05855841964
910	0.9901528595	0.05851780762
911	0.990162323	0.05847413702
912	0.9901729935	0.05842351524
913	0.990184617	0.0583673927
914	0.9901902511	0.05831344622
915	0.9902016209	0.05824967187
916	0.9902123111	0.05819278105
917	0.9902208229	0.05815697545
918	0.9902288079	0.05810447371
919	0.9902354143	0.05807431295
920	0.9902433548	0.05803333085
921	0.9902505331	0.05798986634
922	0.9902613961	0.05793516094
923	0.9902723864	0.05785932345
924	0.9902815159	0.05781131602
925	0.9902956196	0.05775048374
926	0.9903061659	0.05768327474
927	0.9903122651	0.05764081294
928	0.9903168845	0.0576207003
929	0.9903318788	0.05754249441
930	0.9903395667	0.05750899299
931	0.9903469371	0.05747053218
932	0.9903571218	0.05741583118
933	0.9903640291	0.05738017242
934	0.9903731155	0.05734363253
935	0.9903787072	0.0573095024
936	0.9903848072	0.05727739694
937	0.9903905897	0.05722739084
938	0.9904008839	0.05716728455
939	0.990408001	0.05712814963
940	0.9904177236	0.05708061765
941	0.9904230616	0.0570574231
942	0.9904323581	0.05700994539
943	0.9904401111	0.05697006114
944	0.9904490717	0.05692683179
945	0.9904554904	0.05688530814
946	0.9904659766	0.05683883598
947	0.9904716329	0.0567942216
948	0.9904790504	0.05675662872
949	0.9904873762	0.05672190504
950	0.9904958928	0.05666980187
951	0.9905037287	0.05663373725
952	0.9905102117	0.05659540807
953	0.9905174121	0.05656642794
954	0.9905260563	0.05653451095
955	0.9905343011	0.05648228687
956	0.9905454881	0.05644232789
957	0.9905499376	0.05642147695
958	0.9905559762	0.05638042628
959	0.9905656563	0.05634244953
960	0.9905774797	0.05629167652
961	0.9905864428	0.05625639735
962	0.9905949792	0.05619533228
963	0.9906017812	0.05614709525
964	0.9906118435	0.05610524067
965	0.9906182643	0.05607961495
966	0.9906246671	0.05604214492
967	0.9906333131	0.05598421426
968	0.9906402884	0.05593353916
969	0.9906493162	0.05588962824
970	0.9906544659	0.0558721857
971	0.9906643841	0.05582062094
972	0.9906745747	0.05577572648
973	0.9906822223	0.05574415839
974	0.990690152	0.05570387821
975	0.9906963016	0.05567061872
976	0.9907080824	0.05562235893
977	0.9907169207	0.05555868767
978	0.9907219261	0.05552193294
979	0.9907294929	0.05547764016
980	0.9907362331	0.05543290251
981	0.9907457714	0.05538924454
982	0.9907513673	0.05536015117
983	0.9907610508	0.05532043596
984	0.9907681552	0.05527621046
985	0.9907745603	0.05523165179
986	0.9907876783	0.05517858509
987	0.9907914304	0.05515827463
988	0.9907997156	0.05511173702
989	0.9908072022	0.05506254371
990	0.9908201479	0.05501837805
991	0.9908284158	0.05497332067
992	0.9908378745	0.05492937398
993	0.9908507221	0.05486709731
994	0.9908568915	0.05482925666
995	0.9908668949	0.05479872763
996	0.9908727641	0.05476372333
997	0.9908786158	0.05473652745
998	0.9908852945	0.05470837876
999	0.9908961077	0.05465351254
1000	0.9909019597	0.05462075183
1001	0.9909069673	0.05458281274
1002	0.9909131374	0.05455726805
1003	0.9909241771	0.05449212623
1004	0.9909305844	0.05446719003
1005	0.9909391086	0.05443829942
1006	0.9909461697	0.05439889856
1007	0.9909552667	0.05435903219
1008	0.9909607838	0.05431507762
1009	0.9909668274	0.0542706712
1010	0.9909739526	0.05424102341
1011	0.9909837962	0.05418681315
1012	0.9909908753	0.05415354714
1013	0.991000991	0.0541040919
1014	0.9910145599	0.05404655207
1015	0.9910198407	0.05402036739
1016	0.9910249942	0.05399935576
1017	0.9910290026	0.05397984346
1018	0.9910358742	0.05393726372
1019	0.9910439547	0.05390231812
1020	0.9910523072	0.05385605627
1021	0.9910632513	0.05380266851
1022	0.9910724948	0.05375275111
1023	0.9910858574	0.05369627165
1024	0.9910918388	0.05365709694
1025	0.9910973749	0.05362187401
1026	0.9911044677	0.05356231654
1027	0.9911108483	0.05353504644
1028	0.9911237836	0.05347736085
1029	0.9911315473	0.05341753417
1030	0.9911397567	0.05337834573
1031	0.9911486196	0.05333680786
1032	0.9911560656	0.05330598036
1033	0.9911651833	0.05326448596
1034	0.9911702407	0.05323039404
1035	0.9911790109	0.05319343101
1036	0.9911884769	0.05313470455
1037	0.9911949518	0.05310736567
1038	0.9911997719	0.05307188156
1039	0.9912065185	0.05303789493
1040	0.9912125651	0.05300580882
1041	0.9912182298	0.0529684673
1042	0.9912318041	0.05290147673
1043	0.9912371508	0.05287692292
1044	0.9912442162	0.05283207499
1045	0.9912514558	0.05278694446
1046	0.9912626589	0.05274189589
1047	0.9912732089	0.05268460153
1048	0.9912795745	0.05265241262
1049	0.9912856052	0.05261435446
1050	0.9912910798	0.05258019183
1051	0.9912977004	0.05255339379
1052	0.9913068842	0.05251135909
1053	0.9913093033	0.05247106499
1054	0.99132159	0.05240565463
1055	0.9913298192	0.0523672889
1056	0.9913368859	0.05233322617
1057	0.9913445257	0.05229294509
1058	0.9913535026	0.05223964879
1059	0.9913620977	0.05220372593
1060	0.9913677004	0.05215881827
1061	0.9913743856	0.05212398886
1062	0.9913801159	0.05210302792
1063	0.9913958426	0.05203329974
1064	0.9914060939	0.05198442987
1065	0.9914148974	0.05194482634
1066	0.9914198004	0.05192393463
1067	0.9914273141	0.05188363657
1068	0.9914364198	0.05184656788
1069	0.9914436153	0.05181622419
1070	0.9914486459	0.05178657865
1071	0.9914567332	0.0517516422
1072	0.991462528	0.05172315296
1073	0.9914705991	0.05167224943
1074	0.9914770946	0.05164240737
1075	0.9914840361	0.05160123947
1076	0.9914925224	0.05157505373
1077	0.9914972987	0.05154964852
1078	0.9915025045	0.05151619809
1079	0.9915084437	0.05147959759
1080	0.991517742	0.05142422164
1081	0.991524875	0.05138803472
1082	0.9915322793	0.05135463937
1083	0.9915423585	0.05132294523
1084	0.9915511479	0.05128379117
1085	0.9915570712	0.05124772704
1086	0.9915614823	0.05122635347
1087	0.9915684248	0.05118701991
1088	0.9915717369	0.05116322643
1089	0.9915796987	0.05111167286
1090	0.9915913551	0.05106516374
1091	0.991596196	0.0510275915
1092	0.9916047952	0.05097930797
1093	0.9916075979	0.05096016721
1094	0.9916159901	0.05090291413
1095	0.991625625	0.05086588662
1096	0.9916303389	0.05082511602
1097	0.9916353391	0.05078399593
1098	0.9916429358	0.05074602782
1099	0.9916462484	0.05071985005
1100	0.991653909	0.05068984382
1101	0.9916612351	0.05065375948
1102	0.991666459	0.05063010326
1103	0.9916725111	0.05058744363
1104	0.9916861446	0.05051980245
1105	0.9916884381	0.05049848341
1106	0.9917008138	0.05043984138
1107	0.991710689	0.050389139
1108	0.9917151488	0.05036333281
1109	0.9917222209	0.05032800393
1110	0.9917269198	0.05030391731
1111	0.991736923	0.0502699917
1112	0.9917455246	0.05020984056
1113	0.9917524698	0.05016206454
1114	0.9917591601	0.05013027412
1115	0.9917628558	0.05010752506
1116	0.9917669975	0.05009201863
1117	0.9917782122	0.05003990704
1118	0.9917826726	0.05001026522
1119	0.991788535	0.04997921551
1120	0.9917952896	0.04993593662
1121	0.9918001963	0.04990407626
1122	0.9918061226	0.04987131904
1123	0.9918129411	0.04982641368
1124	0.9918181028	0.04979536721
1125	0.991828554	0.04974166579
1126	0.9918391485	0.04969421363
1127	0.9918473695	0.04965588304
1128	0.9918574388	0.04961040784
1129	0.9918622187	0.04958613388
1130	0.9918694841	0.04955832115
1131	0.9918776899	0.04951633704
1132	0.9918880148	0.04945509871
1133	0.9918958543	0.04942234346
1134	0.9919043312	0.0493833763
1135	0.9919080917	0.04934673628
1136	0.9919159314	0.04931378534
1137	0.9919251735	0.04926903573
1138	0.9919324399	0.0492413118
1139	0.9919367105	0.04921099456
1140	0.9919407899	0.04917979864
1141	0.9919483115	0.04915160793
1142	0.9919568375	0.04910528571
1143	0.9919622558	0.0490735309
1144	0.9919699051	0.04904262678
1145	0.9919776184	0.04899547649
1146	0.9919841205	0.04895793078
1147	0.9919891566	0.0489312198
1148	0.991992854	0.04891247283
1149	0.9920005676	0.04887476067
1150	0.9920108467	0.0488209329
1151	0.9920192618	0.04878952377
1152	0.9920254458	0.04875963922
1153	0.9920306735	0.0487309968
1154	0.9920373038	0.04870473913
1155	0.9920421492	0.04867822396
1156	0.9920495447	0.04864937352
1157	0.9920570042	0.0486205916
1158	0.992059937	0.048601616
1159	0.9920677154	0.04855332898
1160	0.9920710308	0.04852935754
1161	0.9920781717	0.04849776694
1162	0.9920837188	0.04847078676
1163	0.9920923265	0.04842487689
1164	0.992099404	0.04839572541
1165	0.9921100371	0.04834054426
1166	0.9921170663	0.04831002662
1167	0.9921257383	0.04826154506
1168	0.9921311584	0.04822674229
1169	0.9921369611	0.04820164185
1170	0.992143019	0.04816748502
1171	0.992149666	0.04814055152
1172	0.9921527906	0.04812846094
1173	0.9921571907	0.04810186251
1174	0.9921614632	0.04808271856
1175	0.9921670112	0.04805429327
1176	0.9921774059	0.04800501582
1177	0.9921857601	0.04796455816
1178	0.9921890763	0.04794571304
1179	0.9921955174	0.04791246181
1180	0.9921990887	0.04788795404
1181	0.9922059127	0.04785348054
1182	0.9922138209	0.04782303292
1183	0.9922195458	0.04778178283
1184	0.992223485	0.04775186433
1185	0.992233592	0.04771651472
1186	0.9922433014	0.04767504996
1187	0.9922471282	0.04764670503
1188	0.9922526134	0.04762198351
1189	0.9922627547	0.04757109106
1190	0.9922717481	0.04751948729
1191	0.9922769146	0.04749239508
1192	0.9922832293	0.04745433627
1193	0.9922939454	0.04740484508
1194	0.9923002603	0.04736103468
1195	0.9923063839	0.04732863413
1196	0.9923143427	0.04729023507
1197	0.9923218699	0.04724065834
1198	0.9923268455	0.04722155267
1199	0.9923318998	0.04720530042
1200	0.9923378177	0.04716036301
1201	0.9923447221	0.04713615271
1202	0.9923516265	0.04710603251
1203	0.9923613086	0.04705464368
1204	0.9923681347	0.04703197316
1205	0.9923754713	0.04700000937
1206	0.9923814683	0.04695920909
1207	0.9923902725	0.04691053069
1208	0.9923960291	0.04687324074
1209	0.9924085339	0.04682524026
1210	0.9924149287	0.04679206003
1211	0.9924195717	0.04675707285
1212	0.992426909	0.0467109986
1213	0.9924363666	0.04667836912
1214	0.9924380748	0.04665692698
1215	0.992444696	0.04661798092
1216	0.9924533882	0.04657613134
1217	0.9924592585	0.04654868056
1218	0.992463725	0.0465136895
1219	0.9924697085	0.04648420952
1220	0.9924747495	0.04645760934
1221	0.9924818324	0.04641936195
1222	0.9924895536	0.04637926593
1223	0.9924954881	0.04633785591
1224	0.9924997491	0.04631060311
1225	0.9925060028	0.04627715566
1226	0.9925107251	0.04625072167
1227	0.9925192413	0.04622479327
1228	0.9925223539	0.04619841749
1229	0.992526821	0.04616468282
1230	0.9925349896	0.04612824544
1231	0.9925413714	0.04609865644
1232	0.9925437327	0.04608094646
1233	0.9925490297	0.04605368643
1234	0.9925568157	0.0460155227
1235	0.992561347	0.04598415794
1236	0.9925730263	0.04592966914
1237	0.9925788342	0.04589690477
1238	0.9925868122	0.04584649059
1239	0.9925923011	0.04582644951
1240	0.9925990028	0.04578392767
1241	0.9926050662	0.04575641518
1242	0.9926115766	0.04572686701
1243	0.9926148318	0.04570592879
1244	0.9926197466	0.04568334168
1245	0.9926297677	0.04563902286
1246	0.9926359593	0.04561328313
1247	0.9926438743	0.04557075147
1248	0.992650066	0.04554318935
1249	0.9926526832	0.04552492344
1250	0.9926606765	0.04549769059
1251	0.9926647618	0.04547603683
1252	0.9926696771	0.04545245707
1253	0.992678692	0.04541384238
1254	0.9926845508	0.04537722608
1255	0.9926917644	0.04534306951
1256	0.9926992335	0.04530133056
1257	0.9927062558	0.04525616111
1258	0.99271569	0.04521523088
1259	0.9927207973	0.04518735528
1260	0.9927275007	0.04515324904
1261	0.9927340127	0.04511729949
1262	0.9927411632	0.04507215815
1263	0.992748633	0.04504171611
1264	0.9927541875	0.04501206284
1265	0.9927601252	0.04498451419
1266	0.9927647222	0.04496717074
1267	0.9927723201	0.04494303158
1268	0.9927801096	0.04490970905
1269	0.9927868138	0.04486295253
1270	0.9927960083	0.04481768354
1271	0.9927992647	0.04479119719
1272	0.9928034151	0.04476001717
1273	0.9928103111	0.04472360028
1274	0.992814717	0.04468423399
1275	0.9928213578	0.04465559671
1276	0.9928297228	0.04461019992
1277	0.9928343981	0.04459340323
1278	0.9928400175	0.04457665585
1279	0.992844232	0.04455703375
1280	0.9928517673	0.0445335885
1281	0.9928579478	0.044499091
1282	0.992864092	0.04445651155
1283	0.9928734157	0.04442326534
1284	0.9928780638	0.04439350067
1285	0.992887593	0.04434815221
1286	0.9928938014	0.04432367444
1287	0.9929010956	0.04429652396
1288	0.9929058079	0.04426706701
1289	0.9929103925	0.0442363466
1290	0.9929153878	0.04420982395
1291	0.9929221576	0.04416947388
1292	0.9929292606	0.04412637981
1293	0.99293359	0.0441000829
1294	0.992937486	0.04407932755
1295	0.9929437588	0.04405439671
1296	0.9929532116	0.04401197482
1297	0.9929622039	0.04396649223
1298	0.9929673137	0.04394360352
1299	0.992970699	0.04392964831
1300	0.9929754257	0.04391089732
1301	0.9929820047	0.04387686413
1302	0.9929880729	0.0438518674
1303	0.9929960574	0.04380671003
1304	0.9930053835	0.04376778279
1305	0.9930092161	0.04374930445
1306	0.9930139432	0.04373114399
1307	0.9930209699	0.04369983202
1308	0.9930259526	0.0436800751
1309	0.9930281749	0.04365918147
1310	0.99303188	0.04364177103
1311	0.993038907	0.04361491901
1312	0.9930451675	0.04357051843
1313	0.9930553384	0.04353774018
1314	0.9930619824	0.04350419261
1315	0.993067796	0.0434682832
1316	0.9930747463	0.04342623027
1317	0.9930834483	0.04338586184
1318	0.9930884316	0.0433655091
1319	0.9930909232	0.0433500326
1320	0.9930940538	0.04333119759
1321	0.9930971205	0.04331741338
1322	0.9931021039	0.04329259239
1323	0.9931080963	0.04326004332
1324	0.9931134126	0.0432291417
1325	0.993124466	0.04317811613
1326	0.9931279669	0.04314640851
1327	0.9931361586	0.04310395272
1328	0.9931399152	0.04307825832
1329	0.9931461902	0.04305184472
1330	0.9931508546	0.04303879987
1331	0.9931554552	0.04300937901
1332	0.993161922	0.04298809001
1333	0.9931691425	0.0429584087
1334	0.9931714429	0.04293172546
1335	0.9931774363	0.04290394828
1336	0.9931816029	0.04288173038
1337	0.9931883125	0.04285490391
1338	0.9931903574	0.04283915008
1339	0.9931937442	0.04283060389
1340	0.9931988563	0.04280380594
1341	0.993204991	0.04276975216
1342	0.9932130429	0.04272915717
1343	0.9932184109	0.04270680846
1344	0.9932218618	0.04267767883
1345	0.9932271021	0.04264794337
1346	0.9932373402	0.04260861097
1347	0.9932405356	0.04258646172
1348	0.993244434	0.04256097321
1349	0.9932490994	0.0425367952
1350	0.9932538925	0.04250608855
1351	0.9932615618	0.04246203084
1352	0.9932651917	0.04243363888
1353	0.9932708159	0.04240261338
1354	0.9932731167	0.04237823673
1355	0.9932769515	0.04236178861
1356	0.9932830232	0.04233872565
1357	0.9932920351	0.0422877642
1358	0.9932971483	0.04226294233
1359	0.9933020568	0.0422319549
1360	0.9933117851	0.0421933699
1361	0.9933155433	0.04216308347
1362	0.9933214367	0.04213882994
1363	0.9933251439	0.04211775934
1364	0.993331408	0.04208856377
1365	0.9933376722	0.04204730689
1366	0.9933470686	0.04200779145
1367	0.9933504564	0.04199515733
1368	0.9933539082	0.04198276972
1369	0.9933569126	0.04195766283
1370	0.9933641999	0.04192627019
1371	0.993368355	0.0419102418
1372	0.9933714233	0.041892267
1373	0.993375962	0.04187272321
1374	0.9933808204	0.04185086881
1375	0.9933893226	0.04181099488
1376	0.993396035	0.04178344679
1377	0.993403195	0.04175135506
1378	0.9934054964	0.04173709368
1379	0.9934100993	0.04171107118
1380	0.9934134237	0.04168067701
1381	0.9934185509	0.04166497038
1382	0.9934257751	0.04163204444
1383	0.9934290356	0.04160655126
1384	0.9934326798	0.04158784896
1385	0.9934360682	0.04156794487
1386	0.9934416943	0.04153580792
1387	0.9934457861	0.04151057047
1388	0.9934498779	0.04149278628
1389	0.9934539058	0.04148086508
1390	0.9934568469	0.04145906549
1391	0.9934656061	0.04142070309
1392	0.9934732147	0.0413807255
1393	0.99347801	0.04135800441
1394	0.9934824857	0.04133496315
1395	0.993488496	0.04130969208
1396	0.9934950819	0.04127143307
1397	0.9935018596	0.04123856525
1398	0.9935053125	0.04120854118
1399	0.9935092255	0.04118837138
1400	0.9935107601	0.04117618002
1401	0.9935181135	0.04114195174
1402	0.9935247637	0.04111178595
1403	0.9935319894	0.04107552782
1404	0.9935392793	0.04104222428
1405	0.9935451623	0.04101477688
1406	0.993551685	0.04097205973
1407	0.9935576321	0.04094043336
1408	0.9935613412	0.04090767929
1409	0.9935684396	0.04087635338
1410	0.9935748985	0.0408464044
1411	0.9935803344	0.04082114701
1412	0.9935859621	0.04079773243
1413	0.9935894795	0.04077764149
1414	0.9935975376	0.0407306599
1415	0.9936040609	0.04070260601
1416	0.9936117995	0.04067069671
1417	0.9936149333	0.04065628283
1418	0.9936181311	0.04064745482
1419	0.9936217767	0.04062691249
1420	0.9936274688	0.04058925956
1421	0.9936337367	0.04055572893
1422	0.9936380859	0.04052888082
1423	0.9936467844	0.04048487747
1424	0.9936541398	0.04044875285
1425	0.993658873	0.04042446364
1426	0.9936674439	0.04038046198
1427	0.993670706	0.04036208843
1428	0.9936773582	0.04033568137
1429	0.9936844583	0.04029755157
1430	0.9936909827	0.04025740314
1431	0.9936969316	0.04023560255
1432	0.9937013453	0.04021424247
1433	0.993705823	0.04019489809
1434	0.9937114522	0.04016776565
1435	0.993715802	0.04014482013
1436	0.9937225828	0.0401198695
1437	0.9937300033	0.04008178263
1438	0.9937333298	0.04006304552
1439	0.9937371681	0.04004975418
1440	0.9937443969	0.04001226156
1441	0.993746572	0.03999180266
1442	0.9937495148	0.03997785459
1443	0.9937569357	0.03993959702
1444	0.9937620537	0.03991984744
1445	0.9937667359	0.03989347108
1446	0.9937756406	0.03985605136
1447	0.9937813985	0.03983794237
1448	0.9937867726	0.03980730103
1449	0.9937895876	0.03978905954
1450	0.9937920188	0.03976904278
1451	0.993797393	0.03974874993
1452	0.9938019355	0.03973285797
1453	0.9938066701	0.03970165593
1454	0.9938101131	0.03968097218
1455	0.9938194544	0.03964042103
1456	0.9938230374	0.03961378626
1457	0.9938264924	0.03958906583
1458	0.9938337226	0.03956044189
1459	0.9938383294	0.03953603198
1460	0.9938416567	0.03952311292
1461	0.9938473632	0.0394957927
1462	0.9938501146	0.03947625966
1463	0.9938559374	0.03944717611
1464	0.993857793	0.03943786789
1465	0.9938638718	0.0394068119
1466	0.9938712304	0.03936935872
1467	0.9938777573	0.03933839915
1468	0.9938867799	0.0392986474
1469	0.9938901074	0.03926649976
1470	0.9938942029	0.03924554086
1471	0.9938974025	0.03922344193
1472	0.9939025219	0.03920053935
1473	0.9939065534	0.039182265
1474	0.9939093691	0.03916981619
1475	0.9939146806	0.03914824639
1476	0.9939198642	0.03912895086
1477	0.9939279276	0.03909319489
1478	0.9939331753	0.03906902827
1479	0.9939368988	0.03904760384
1480	0.9939415706	0.03902985337
1481	0.9939473944	0.03901030765
1482	0.9939501464	0.03898418079
1483	0.9939560343	0.03895437557
1484	0.9939618583	0.03893084347
1485	0.9939669783	0.03889543206
1486	0.9939696024	0.03887777035
1487	0.9939735065	0.03886580499
1488	0.9939779226	0.03883748871
1489	0.9939822748	0.03880019671
1490	0.993986819	0.03877884574
1491	0.9939911712	0.03876137381
1492	0.9939964196	0.03873323185
1493	0.9940058924	0.03868986417
1494	0.9940099888	0.03867692846
1495	0.9940151093	0.03865532805
1496	0.9940195898	0.03862705958
1497	0.9940231102	0.0386169548
1498	0.9940277188	0.03860349205
1499	0.9940324555	0.03857330247
