iter	Passed	Remaining
1408	3843310	248219
1409	3845893	245482
1410	3848526	242748
1411	3851093	240011
1412	3853663	237274
1413	3856276	234540
1414	3858664	231792
1415	3861271	229058
1416	3863809	226320
1417	3866317	223581
1418	3868734	220836
1419	3871249	218098
1420	3873700	215357
1421	3876344	212626
1422	3878919	209892
1423	3881518	207159
1424	3883905	204416
1425	3886429	201680
1426	3889050	198949
1427	3891675	196218
1428	3894138	193480
1429	3896780	190751
1430	3899369	188019
1431	3901977	185289
1432	3904423	182551
1433	3906907	179815
1434	3909522	177086
1435	3912149	174357
1436	3914742	171627
1437	3917298	168896
1438	3919734	166159
1439	3922334	163430
1440	3924828	160697
1441	3927348	157965
1442	3929820	155231
1443	3932307	152499
1444	3934869	149770
1445	3937441	147041
1446	3939860	144307
1447	3942254	141572
1448	3944627	138837
1449	3947117	136107
1450	3949502	133373
1451	3951858	130639
1452	3954212	127906
1453	3956575	125173
1454	3959074	122445
1455	3961495	119715
1456	3963978	116987
1457	3966626	114264
1458	3969150	111538
1459	3971550	108809
1460	3973945	106080
1461	3976390	103353
1462	3978854	100627
1463	3981358	97902
1464	3983752	95174
1465	3986213	92449
1466	3988685	89725
1467	3991217	87002
1468	3993770	84279
1469	3996342	81558
1470	3998814	78834
1471	4001280	76111
1472	4003734	73388
1473	4006374	70668
1474	4008967	67948
1475	4011557	65228
1476	4014132	62508
1477	4016682	59788
1478	4019315	57069
1479	4021841	54349
1480	4024404	51629
1481	4026864	48909
1482	4029323	46189
1483	4031820	43469
1484	4034431	40751
1485	4036938	38033
1486	4039496	35315
1487	4042125	32597
1488	4044655	29879
1489	4047232	27162
1490	4049699	24444
1491	4052191	21727
1492	4054687	19010
1493	4057212	16294
1494	4060013	13578
1495	4062570	10862
1496	4065001	8146
1497	4067420	5430
1498	4069941	2715
1499	4072388	0
